Feature_ID,Taxon
594f8cf7d989486c84198ea363dbd0bc,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter
e332c58ccf61486c3e09dbb7c5533623,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
52236970d9a33a65914b7ee46274639d,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
af55584e6c0299747d28ac35ed7d3d2f,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__uncultured bacterium
3e6acf0f7438f4e60763e341fea4aa64,D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mycoplasmatales;D_4__Mycoplasmataceae;D_5__Candidatus Bacilloplasma;D_6__uncultured bacterium
a957a3d4a11172a7b232be7f08b9c90e,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Roseivivax;D_6__uncultured organism
350ba20305d0fa57f65ef44867ad5680,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria
fdda2dfede692c8f06d4ca343fa9d89c,D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__Candidatus Amoebophilus;D_6__uncultured Bacteroidetes bacterium
8459cef88c8df258035bbbbf240a7883,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__Haliea
d21f7aa45f9f372592bb237d9c2556ae,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Roseibacillus;D_6__uncultured bacterium
4e5f0ed5c25fa25790901d8abeb2f83f,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Rhodopirellula
9b4554f65e3c81dc2167484dcaa8395e,D_0__Bacteria
541c2e6c24a9a18da74cb579b2731a25,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter;D_6__uncultured bacterium
bdf196ef04c4935bfbc22260a4082da6,D_0__Bacteria
3788de0beb5fee9b87a72774b132e5a1,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda;D_6__uncultured bacterium
dc65e0e7d232298f99f228f6917bd2d8,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Aquibacter;D_6__uncultured bacterium
aae9c1ad6e2c9d36b9629f2ba1cb7ca3,D_0__Bacteria
df73e529cfa68eb3a1a5f0fe73b8638f,D_0__Bacteria
040b1d94116710cf16e1622d9b1028f7,D_0__Bacteria
045f8b405b3e12c4bd0d40b6a59ce680,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured
c41d4fd12dc490ca5f7e005da3e73153,D_0__Bacteria
81010b73256503c787c144be94f10142,D_0__Bacteria
f3c814cffe9a87438563d901609cdc7c,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Rubripirellula;D_6__uncultured bacterium
9910eb7ac04a8afc480b8a48548f84dc,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__DB1-14;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
9faf0cbd49d20bdcad5643e6c002c13c,D_0__Bacteria
0617c3d88c95d3648919a29d6bedc460,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae
62159f1d144136f17c331f7a67962c69,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Planctomyces;D_6__uncultured bacterium
d1c94b4611a1980b049e19bf74466588,D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast
e7487068b4edfb69f8fde06a236ccacc,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Acidimicrobiales;D_4__Sva0996 marine group;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium
505d7a409abb5d46be2a90f416cd6c4b,D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__Hymenobacter;D_6__uncultured Hymenobacter sp.
830f62150cdcc14e1c9b84ebe49b4782,D_0__Bacteria
de5d00e2db11bbc484677241ffd9228e,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Blastopirellula;D_6__uncultured bacterium
09384501066be2248f7bf46d6e45419f,Unassigned
13bda876664e9e86cd5281b86a125302,D_0__Bacteria
1bf55dac08eaa07c61a3bcad1668fc24,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Labrenzia;D_6__uncultured bacterium
5bcdd3663bfb11676ede0401c447cc10,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Pir4 lineage;D_6__uncultured bacterium
ace99be5ee0057088deae375081a8e41,D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae
832916f5b67ef9abc83f8f7dc952f9f5,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Bauldia
5a756b2a70310b047936087346d3576f,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Nonlabens;D_6__uncultured bacterium
03591c693f6fe821945b493de3b35dda,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__uncultured
ab3fb9ee9720676f4c8bee73d81fd52d,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
df84774df2c976f0cc2822602e0b959f,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__NKB5
b00dac9c45f857d84ba5454c7bc2516b,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Bythopirellula;D_6__uncultured bacterium
429d5e27315038d55422238f10247a28,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured planctomycete;D_4__uncultured planctomycete;D_5__uncultured planctomycete;D_6__uncultured planctomycete
44ff745c3863769e2c65dc0007b55ea6,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Verrucomicrobiaceae;D_5__Haloferula;D_6__uncultured bacterium
1e99387b91667f62b9b854d4f95ddc79,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Arenicellales;D_4__Arenicellaceae;D_5__Arenicella;D_6__uncultured bacterium
190b88282b2fa91a1885f8d8338f91ad,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium
66261c56cc1e109039e903625ef28193,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__NS9 marine group
044ec383b7351d3242224882b73e4072,D_0__Bacteria
0081809ab19621c1604b57d9f2dcf400,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Labrenzia;D_6__uncultured bacterium
f57c377e0d6cd7c507ef33d5efb1c694,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__Bauldia
1c9e83401e074d912b088721259d7855,D_0__Bacteria
4dc3f5522f994d04a2c61e82ebeebc68,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__JTB255 marine benthic group
d8c912c4f3353cb8f63ae0757a91accb,D_0__Bacteria;D_1__Chloroflexi;D_2__Ardenticatenia;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
50b00986660fbb5c5e0fde7d9c1e4417,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Blastopirellula;D_6__uncultured planctomycete
9a3b35bfdb818328aff42fe50949b1b4,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Cryomorphaceae
037ea1cb5b0e5d4bbc357e80321bf3d5,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__DEV007
13b7850327ab335cd37fb2613337397d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
d69275b6a57221171efd1324a5adbf01,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter;D_6__uncultured bacterium
eb70eacfc1ccbfd84f1c0d5a649e3a4e,D_0__Bacteria
5e5c262d0a4c9042ad62c143ab38572e,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae
a4406bc3e06477e712fd7962c7e271e2,D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast;D_3__uncultured diatom;D_4__uncultured diatom;D_5__uncultured diatom;D_6__uncultured diatom
b11aa1f6e66869d82b89771dc4a9e3a6,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__Porticoccus;D_6__uncultured bacterium
28816e5a218eec8d7af259ec49cb6861,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__S-70;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
a8ec188ad1a17d635cc729e769f5868b,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Order Incertae Sedis;D_4__Family Incertae Sedis;D_5__Marinicella;D_6__uncultured bacterium
825b8d368276cc8b26eece6547e8ac9b,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__LWSR-14;D_5__uncultured bacterium;D_6__uncultured bacterium
b30cd77ebca331e84e3379f0371a0567,D_0__Bacteria;D_1__Proteobacteria
6fec27c7c67caf57ad3038bf95c409dd,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__SS1-B-06-26;D_5__uncultured bacterium;D_6__uncultured bacterium
17bcf773f7780c32e89e9ab61204857a,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhodobiaceae;D_5__Methyloceanibacter;D_6__uncultured bacterium
9c65334a4bcc6ee3e6271a395e593b3c,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
80dc45988ab5318e64d7828bf1d2343f,D_0__Bacteria
9e03d1d1588061e0eaf7b67df628050a,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__JTB255 marine benthic group;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium
2b56aaaece0373f5aaea87c82a7aa3b5,D_0__Bacteria
9859f3e0a69f170304b5270e2a394dd1,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio;D_6__uncultured organism
4bcafaf9d527fda100d97a48769aa963,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio;D_6__uncultured bacterium
be699fd66141bd8c55677c3519fe2dff,D_0__Bacteria
c5797b0a7a326fa0a4b2d5ddb4414622,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
fbda0cd8735135f4024ab7644c8dffed,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria
07f32841e9a734110e2519663a8187fd,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Propionibacteriaceae;D_5__Propionibacterium;D_6__uncultured Propionibacterium sp.
2458586bf19860abd48f271d0c47c3f4,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales
940cfe85d65650a6607566be7862a9a0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__Saprospiraceae;D_5__uncultured;D_6__uncultured bacterium
f2503df0b7796b233c7cfb81559ea2f5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
b945203cdfd4015f38b3af8bf12171a6,D_0__Bacteria
c936b7a7328f076a50cb798512f313ab,D_0__Bacteria
f4a8403efbb98736a7d6553e055062bd,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__uncultured bacterium
3fa176d954aa4a815e837b26e74903b0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__uncultured;D_6__uncultured bacterium
e2bf829dddfe0dc1a99b1231d4438bc1,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__bacteriap25;D_5__uncultured deep-sea bacterium;D_6__uncultured deep-sea bacterium
440d63e26b0fb12b8fa103cc50cafa46,D_0__Bacteria
c7ad04ba4ea2e8a0a73189a8c24cd873,Unassigned
3357a67fc14087e6a47d08e11072efd8,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Vallitalea;D_6__uncultured bacterium
c59a1d8f678e0cb2015c72418799dc77,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae
5af1e173c2474f8e1308680e3fc4b3cd,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda;D_6__uncultured bacterium
9aca8843354e8e12907aa29c0eba4f27,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Rubritalea;D_6__uncultured bacterium
2314cc824ce2e58dbcde2b8e25e2aa61,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
7c8be99edf1bd0e5813fac72fea451fe,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales
bd40f884e822aaa07ec27f09be6d043e,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Subgroup 4;D_4__Unknown Family;D_5__Blastocatella;D_6__uncultured bacterium
c3778319d6904d11f8cb3846b196424e,Unassigned
15553c008367e914f8311d6271669e13,D_0__Bacteria
cd6e63ec02b3b353fd600e0ccd2e4771,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Maribacter;D_6__uncultured bacterium
6845f84b1b947ff8dc7b2675a0bd2290,D_0__Bacteria
45b34b96c93e0d3d711ecdb06b5772a5,D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__Reichenbachiella;D_6__uncultured bacterium
10b951bc2cdc612fdfb6de525ca725a9,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__EC3;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
1f109f161ce3555b4008067124b92217,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__Haliea;D_6__uncultured gamma proteobacterium
9ac2d9b2997eb57d4e5d21d0d80f9d9b,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Vallitalea;D_6__uncultured bacterium
860ba1586183248a95daa31f6902e789,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__DEV007;D_5__uncultured bacterium;D_6__uncultured bacterium
ae82ef4c35e71bc385145096ed5d6b30,D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__Saprospiraceae;D_5__uncultured
83796ebcbe69fca20a836f0131653247,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Aquibacter;D_6__uncultured bacterium
1d74d42b3e3a90b1dea576785d6e6034,D_0__Bacteria
62102ffbc6bb9529f0ade1cd76feddd1,D_0__Bacteria
3f49f506c88da3d151638ff1f918f80e,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
6820b84f39e6316149e8e7f6cde82d93,D_0__Bacteria
019e216fd8be6ae0312e089825f763e8,D_0__Bacteria
1e8ba1430550f07dfa2344ffacd48420,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Amylibacter;D_6__uncultured marine bacterium
44ff9b7392b8d9c6298d9903ed716049,D_0__Bacteria;D_1__TM6;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
476617dad7803cc69f79d6bec85633f5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae
9ccb531481e6c1f6bc8d218171e54ee7,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Acidimicrobiales;D_4__Acidimicrobiales Incertae Sedis;D_5__Candidatus Microthrix;D_6__uncultured bacterium
595337cb3c161f828e239e4ccff828fa,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Hahellaceae;D_5__Endozoicomonas;D_6__uncultured bacterium
f5802d7a510b6bd924c6585c12a61792,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured;D_6__uncultured Bacteroidetes bacterium
098226b14bbc8e126e24d8e28a6554f7,D_0__Bacteria
93788ca4d1b56330ac6da3b2b0a9da34,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Halobacteriovorax;D_6__uncultured bacterium
b07f6d69ba5186cf44ab2c4f089b5c49,D_0__Bacteria
94e911bbb87537c9332b322c8a355fbe,D_0__Bacteria
a3c2d07dc567013cf69c0c71761c2187,D_0__Bacteria
35f93b124a743fe5791a287c604ac3e7,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Tenacibaculum;D_6__uncultured bacterium
978883772abf2ba15578fcb41c47d6cd,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus;D_6__uncultured Staphylococcus sp.
206b68817de389dd489941ee5b4231a2,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__uncultured bacterium
d629d80ff6512a75d91bb6ac656f1ad7,D_0__Bacteria
4850af3b04756d62577278224430bf3b,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__uncultured bacterium
781ec9af210449fb30ee5612e80f19ed,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__Phycisphaera;D_6__uncultured Planctomycetales bacterium
214afe4be3fd0939de076b547985bc07,D_0__Bacteria
41fe8aa1f774b54be8e149e4f43ce5b0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Photobacterium;D_6__uncultured bacterium
6253890b1560e83317b1a7488d0cd646,D_0__Bacteria
cc17864c41a0b7e0e37ba57e7b080c47,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
0b126e3169e41b2782e2b1ecaec7c627,D_0__Bacteria
509a784f6bf68428bf304049c1cad8c1,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Pirellula
3484d33fa1654e05e581062f42f699ac,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__OCS116 clade;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
727ecdd0f2c17b4bd059b722abfdb6eb,D_0__Bacteria
2c32e6fbd58f89640e7b40fb7e10a157,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__uncultured bacterium
f7624eaab1fe8e51e8e4a21743425389,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__EC3;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
4ae3ca4861499f1bcb324e8b7c08072c,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured bacterium;D_6__uncultured bacterium
1241ad880961458f146ee961c286483c,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae;D_5__uncultured
0b1311affb611e143689044fc35952fc,D_0__Bacteria
374a741181aba4b739dc9a08008c2973,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured planctomycete;D_4__uncultured planctomycete;D_5__uncultured planctomycete;D_6__uncultured planctomycete
47cdfdf984b5fb53f45049603c127320,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae
7c80dcb99d7af8b69aed1176f2435863,D_0__Bacteria
ab6c56b0b01da538af3b84219339fac3,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__DEV007;D_5__uncultured bacterium;D_6__uncultured bacterium
37beb6be075626209a51a019a676705d,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Rhodopirellula
443505968ca7df25615d0399d7684f4c,D_0__Bacteria
e65d66739505f2a4e0b10562ce5a21ea,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Rhodopirellula
a23ddb24619830000f8d78d92d0f2897,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales
07b565ca759c06d016a0d3be20cee209,D_0__Bacteria
03c984d240d7ada49a28537a83825534,D_0__Bacteria
499709d205190eaea4cbc706520bf373,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus
277119fd69babfefddacbbc4e77fd7b3,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Thalassobius;D_6__uncultured bacterium
d93763f261897fc585f0f5d6eead80e9,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Acidimicrobiales;D_4__Sva0996 marine group;D_5__uncultured actinobacterium;D_6__uncultured actinobacterium
e3fa0b902a9723ee68fb05558685fbe2,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__Planctomyces;D_6__uncultured bacterium
ed6df5e56d15b0616404da7885f83270,D_0__Bacteria
7b34532f76ea14f485e7301d48d17744,D_0__Bacteria
3bc3fdb5a44efbc04e558842765d88e4,D_0__Bacteria;D_1__Parcubacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
bb0497fec6a90c558c88720f22bb4a42,D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast
2e692cd40f20b4b2e2a111de17d1468b,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales
0a918cfece6f3684e1c349ad2cfaa847,D_0__Bacteria
c94d134b3f5b7ba589bc2cac0c079b01,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__uncultured
b59c7424d71a02a08e94fae2a085c351,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Bradyrhizobiaceae;D_5__Bradyrhizobium
7bf1d084cdf0af46081b23c452b093c6,D_0__Bacteria
4912b7c380841ac660284170b16c5c84,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__DB1-14;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
5faa0987c8bb3206f2bdf6a71d9d06e9,D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia;D_3__Cytophagales;D_4__Flammeovirgaceae;D_5__Reichenbachiella;D_6__uncultured bacterium
7d341bef8aa81ac536de2791369aa180,D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__Owenweeksia;D_6__uncultured bacterium
5538f64ad36450980c4b97c4dbb70f0c,D_0__Bacteria;D_1__Chloroflexi;D_2__Ardenticatenia;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
a01b096ea3ad47e77c2a32297ea50609,D_0__Bacteria
